,original_name,release_date,genres,overview,total_views,popularity,vote_average,vote_count,content
61,Alvin and the Chipmunks,2007,Animation Comedy Family Fantasy,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",1939,65.059,5.8,3795,"Animation Comedy Family Fantasy2007A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore."
62,Daddy Day Camp,2007,Comedy Family,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",1992,13.116,4.8,377,"Comedy Family2007Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp."
63,Slow West,2015,Drama Western Action Thriller,"In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",2308,10.773,6.7,833,"Drama Western Action Thriller2015In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated."
64,10 Days in a Madhouse,2015,Drama,"Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder.",1684,2.069,4.3,13,"Drama2015Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder."
65,#FollowFriday,2016,TV Movie Thriller,Students and Faculty on a college campus are targeted by a killer using social media.,1426,2.174,3.6,10,TV Movie Thriller2016Students and Faculty on a college campus are targeted by a killer using social media.
66,A Cure for Wellness,2017,Mystery Horror Science Fiction Thriller,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",2040,29.964,6.3,3299,"Mystery Horror Science Fiction Thriller2017An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem."
67,Brimstone,2016,Drama Mystery Western Thriller,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",2692,27.09,7.1,908,"Drama Mystery Western Thriller2016In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit."
68,Snowden,2016,Crime Drama History Thriller,CIA employee Edward Snowden leaks thousands of classified documents to the press.,910,20.644,7.1,3797,Crime Drama History Thriller2016CIA employee Edward Snowden leaks thousands of classified documents to the press.
69,Drive Angry,2011,Crime Action Fantasy Thriller,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",3223,35.038,5.5,1544,"Crime Action Fantasy Thriller2011Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult."
70,Monster Trucks,2016,Comedy Action Science Fiction,"Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend, Tripp hides Creech under the hood of his latest creation, turning it into a real-life super-powered Monster Truck. Together, this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family.",2152,42.142,6.1,705,"Comedy Action Science Fiction2016Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend, Tripp hides Creech under the hood of his latest creation, turning it into a real-life super-powered Monster Truck. Together, this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family."
71,Puss in Boots,2011,Animation Comedy Family Adventure,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",1166,71.972,6.4,2653,"Animation Comedy Family Adventure2011Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots."
72,The Neighbor,2016,Crime Mystery Horror Thriller,"In the town of Cutter, most people keep to themselves. But when John comes home to find his girlfriend missing, he sneaks into his neighbor's house, finding his girlfriend and several other kidnapped people tied up in the basement. When the neighbor come home, John is forced to get out of the house alive and lead the group to safety.",1786,8.78,5.7,158,"Crime Mystery Horror Thriller2016In the town of Cutter, most people keep to themselves. But when John comes home to find his girlfriend missing, he sneaks into his neighbor's house, finding his girlfriend and several other kidnapped people tied up in the basement. When the neighbor come home, John is forced to get out of the house alive and lead the group to safety."
73,Jack Reacher: Never Go Back,2016,Action Thriller,"When Major Susan Turner is arrested for treason, ex-investigator Jack Reacher undertakes the challenging task to prove her innocence and ends up exposing a shocking conspiracy.",3199,131.532,5.9,4104,"Action Thriller2016When Major Susan Turner is arrested for treason, ex-investigator Jack Reacher undertakes the challenging task to prove her innocence and ends up exposing a shocking conspiracy."
